"Traject(18, 17)-37","Traject(4, 21)-31","Traject(11, 18)-54","Traject(7, 0)-33","Traject(4, 21)-32","Traject(2, 3)-41","Traject(0, 10)-36","Traject(8, 9)-50","Traject(7, 0)-45","Traject(21, 7)-57","Traject(21, 7)-45","Traject(2, 3)-46","Traject(9, 12)-37","Traject(3, 4)-33","Traject(3, 4)-37","Traject(4, 21)-63","Traject(3, 4)-38","Traject(2, 3)-65"
"[(18, 17), (17, 12), (12, 1)]","[(4, 21), (21, 6)]","[(11, 18), (18, 17), (17, 12), (12, 1)]","[(7, 0), (0, 15)]","[(4, 21), (21, 15)]","[(2, 3), (3, 4), (4, 13), (13, 6)]","[(0, 10)]","[(8, 9), (9, 12), (12, 1)]","[(7, 0), (0, 10)]","[(21, 7), (7, 0), (0, 10)]","[(21, 7), (7, 0), (0, 15)]","[(2, 3), (3, 4), (4, 21), (21, 15)]","[(9, 12), (12, 1)]","[(3, 4), (4, 13), (13, 6)]","[(3, 4), (4, 21), (21, 6)]","[(4, 21), (21, 7), (7, 0), (0, 10)]","[(3, 4), (4, 21), (21, 15)]","[(2, 3), (3, 4), (4, 21), (21, 7), (7, 0), (0, 15)]"
