"Traject[0, 15]-24","Traject[0, 10]-36","Traject[2, 5]-10","Traject[2, 3]-8","Traject[3, 4]-6","Traject[4, 13]-11","Traject[4, 21]-6","Traject[5, 4]-16","Traject[5, 20]-6","Traject[6, 7]-13","Traject[7, 0]-9","Traject[8, 9]-13","Traject[9, 12]-18","Traject[9, 16]-12","Traject[11, 18]-17","Traject[12, 1]-19","Traject[13, 6]-16","Traject[14, 13]-6","Traject[16, 14]-13","Traject[16, 1]-14","Traject[16, 20]-15","Traject[17, 12]-10","Traject[18, 19]-5","Traject[18, 17]-8","Traject[19, 8]-7","Traject[21, 7]-12","Traject[21, 6]-25","Traject[21, 15]-26","Traject[2, 5, 4]-26","Traject[2, 5, 20]-16","Traject[2, 3, 4]-14","Traject[3, 4, 13]-17","Traject[3, 4, 21]-12","Traject[4, 13, 6]-27","Traject[4, 21, 7]-18","Traject[4, 21, 6]-31","Traject[4, 21, 15]-32","Traject[5, 4, 13]-27","Traject[5, 4, 21]-22","Traject[6, 7, 0]-22","Traject[7, 0, 15]-33","Traject[7, 0, 10]-45","Traject[8, 9, 12]-31","Traject[8, 9, 16]-25","Traject[9, 12, 1]-37","Traject[9, 16, 14]-25","Traject[9, 16, 1]-26","Traject[9, 16, 20]-27","Traject[11, 18, 19]-22","Traject[11, 18, 17]-25","Traject[13, 6, 7]-29","Traject[14, 13, 6]-22","Traject[16, 14, 13]-19","Traject[17, 12, 1]-29","Traject[18, 19, 8]-12","Traject[18, 17, 12]-18","Traject[19, 8, 9]-20","Traject[21, 7, 0]-21","Traject[21, 6, 7]-38","Traject[2, 5, 4, 13]-37","Traject[2, 5, 4, 21]-32","Traject[2, 3, 4, 13]-25","Traject[2, 3, 4, 21]-20","Traject[3, 4, 13, 6]-33","Traject[3, 4, 21, 7]-24","Traject[3, 4, 21, 6]-37","Traject[3, 4, 21, 15]-38","Traject[4, 13, 6, 7]-40","Traject[4, 21, 7, 0]-27","Traject[4, 21, 6, 7]-44","Traject[5, 4, 13, 6]-43","Traject[5, 4, 21, 7]-34","Traject[5, 4, 21, 6]-47","Traject[5, 4, 21, 15]-48","Traject[6, 7, 0, 15]-46","Traject[6, 7, 0, 10]-58","Traject[8, 9, 12, 1]-50","Traject[8, 9, 16, 14]-38","Traject[8, 9, 16, 1]-39","Traject[8, 9, 16, 20]-40","Traject[9, 16, 14, 13]-31","Traject[11, 18, 19, 8]-29","Traject[11, 18, 17, 12]-35","Traject[13, 6, 7, 0]-38","Traject[14, 13, 6, 7]-35","Traject[16, 14, 13, 6]-35","Traject[18, 19, 8, 9]-25","Traject[18, 17, 12, 1]-37","Traject[19, 8, 9, 12]-38","Traject[19, 8, 9, 16]-32","Traject[21, 7, 0, 15]-45","Traject[21, 7, 0, 10]-57","Traject[21, 6, 7, 0]-47","Traject[2, 5, 4, 13, 6]-53","Traject[2, 5, 4, 21, 7]-44","Traject[2, 5, 4, 21, 6]-57","Traject[2, 5, 4, 21, 15]-58","Traject[2, 3, 4, 13, 6]-41","Traject[2, 3, 4, 21, 7]-32","Traject[2, 3, 4, 21, 6]-45","Traject[2, 3, 4, 21, 15]-46","Traject[3, 4, 13, 6, 7]-46","Traject[3, 4, 21, 7, 0]-33","Traject[3, 4, 21, 6, 7]-50","Traject[4, 13, 6, 7, 0]-49","Traject[4, 21, 7, 0, 15]-51","Traject[4, 21, 7, 0, 10]-63","Traject[4, 21, 6, 7, 0]-53","Traject[5, 4, 13, 6, 7]-56","Traject[5, 4, 21, 7, 0]-43","Traject[5, 4, 21, 6, 7]-60","Traject[8, 9, 16, 14, 13]-44","Traject[9, 16, 14, 13, 6]-47","Traject[11, 18, 19, 8, 9]-42","Traject[11, 18, 17, 12, 1]-54","Traject[13, 6, 7, 0, 15]-62","Traject[13, 6, 7, 0, 10]-74","Traject[14, 13, 6, 7, 0]-44","Traject[16, 14, 13, 6, 7]-48","Traject[18, 19, 8, 9, 12]-43","Traject[18, 19, 8, 9, 16]-37","Traject[19, 8, 9, 12, 1]-57","Traject[19, 8, 9, 16, 14]-45","Traject[19, 8, 9, 16, 1]-46","Traject[19, 8, 9, 16, 20]-47","Traject[21, 6, 7, 0, 15]-71","Traject[21, 6, 7, 0, 10]-83","Traject[2, 5, 4, 13, 6, 7]-66","Traject[2, 5, 4, 21, 7, 0]-53","Traject[2, 5, 4, 21, 6, 7]-70","Traject[2, 3, 4, 13, 6, 7]-54","Traject[2, 3, 4, 21, 7, 0]-41","Traject[2, 3, 4, 21, 6, 7]-58","Traject[3, 4, 13, 6, 7, 0]-55","Traject[3, 4, 21, 7, 0, 15]-57","Traject[3, 4, 21, 7, 0, 10]-69","Traject[3, 4, 21, 6, 7, 0]-59","Traject[4, 13, 6, 7, 0, 15]-73","Traject[4, 13, 6, 7, 0, 10]-85","Traject[4, 21, 6, 7, 0, 15]-77","Traject[4, 21, 6, 7, 0, 10]-89","Traject[5, 4, 13, 6, 7, 0]-65","Traject[5, 4, 21, 7, 0, 15]-67","Traject[5, 4, 21, 7, 0, 10]-79","Traject[5, 4, 21, 6, 7, 0]-69","Traject[8, 9, 16, 14, 13, 6]-60","Traject[9, 16, 14, 13, 6, 7]-60","Traject[11, 18, 19, 8, 9, 12]-60","Traject[11, 18, 19, 8, 9, 16]-54","Traject[14, 13, 6, 7, 0, 15]-68","Traject[14, 13, 6, 7, 0, 10]-80","Traject[16, 14, 13, 6, 7, 0]-57","Traject[18, 19, 8, 9, 12, 1]-62","Traject[18, 19, 8, 9, 16, 14]-50","Traject[18, 19, 8, 9, 16, 1]-51","Traject[18, 19, 8, 9, 16, 20]-52","Traject[19, 8, 9, 16, 14, 13]-51","Traject[2, 5, 4, 13, 6, 7, 0]-75","Traject[2, 5, 4, 21, 7, 0, 15]-77","Traject[2, 5, 4, 21, 7, 0, 10]-89","Traject[2, 5, 4, 21, 6, 7, 0]-79","Traject[2, 3, 4, 13, 6, 7, 0]-63","Traject[2, 3, 4, 21, 7, 0, 15]-65","Traject[2, 3, 4, 21, 7, 0, 10]-77","Traject[2, 3, 4, 21, 6, 7, 0]-67","Traject[3, 4, 13, 6, 7, 0, 15]-79","Traject[3, 4, 13, 6, 7, 0, 10]-91","Traject[3, 4, 21, 6, 7, 0, 15]-83","Traject[3, 4, 21, 6, 7, 0, 10]-95","Traject[5, 4, 13, 6, 7, 0, 15]-89","Traject[5, 4, 13, 6, 7, 0, 10]-101","Traject[5, 4, 21, 6, 7, 0, 15]-93","Traject[5, 4, 21, 6, 7, 0, 10]-105","Traject[8, 9, 16, 14, 13, 6, 7]-73","Traject[9, 16, 14, 13, 6, 7, 0]-69","Traject[11, 18, 19, 8, 9, 12, 1]-79","Traject[11, 18, 19, 8, 9, 16, 14]-67","Traject[11, 18, 19, 8, 9, 16, 1]-68","Traject[11, 18, 19, 8, 9, 16, 20]-69","Traject[16, 14, 13, 6, 7, 0, 15]-81","Traject[16, 14, 13, 6, 7, 0, 10]-93","Traject[18, 19, 8, 9, 16, 14, 13]-56","Traject[19, 8, 9, 16, 14, 13, 6]-67","Traject[2, 5, 4, 13, 6, 7, 0, 15]-99","Traject[2, 5, 4, 13, 6, 7, 0, 10]-111","Traject[2, 5, 4, 21, 6, 7, 0, 15]-103","Traject[2, 5, 4, 21, 6, 7, 0, 10]-115","Traject[2, 3, 4, 13, 6, 7, 0, 15]-87","Traject[2, 3, 4, 13, 6, 7, 0, 10]-99","Traject[2, 3, 4, 21, 6, 7, 0, 15]-91","Traject[2, 3, 4, 21, 6, 7, 0, 10]-103","Traject[8, 9, 16, 14, 13, 6, 7, 0]-82","Traject[9, 16, 14, 13, 6, 7, 0, 15]-93","Traject[9, 16, 14, 13, 6, 7, 0, 10]-105","Traject[11, 18, 19, 8, 9, 16, 14, 13]-73","Traject[18, 19, 8, 9, 16, 14, 13, 6]-72","Traject[19, 8, 9, 16, 14, 13, 6, 7]-80","Traject[8, 9, 16, 14, 13, 6, 7, 0, 15]-106","Traject[8, 9, 16, 14, 13, 6, 7, 0, 10]-118","Traject[11, 18, 19, 8, 9, 16, 14, 13, 6]-89","Traject[18, 19, 8, 9, 16, 14, 13, 6, 7]-85","Traject[19, 8, 9, 16, 14, 13, 6, 7, 0]-89","Traject[11, 18, 19, 8, 9, 16, 14, 13, 6, 7]-102","Traject[18, 19, 8, 9, 16, 14, 13, 6, 7, 0]-94","Traject[19, 8, 9, 16, 14, 13, 6, 7, 0, 15]-113","Traject[11, 18, 19, 8, 9, 16, 14, 13, 6, 7, 0]-111","Traject[18, 19, 8, 9, 16, 14, 13, 6, 7, 0, 15]-118"
"[(0, 15)]","[(0, 10)]","[(2, 5)]","[(2, 3)]","[(3, 4)]","[(4, 13)]","[(4, 21)]","[(5, 4)]","[(5, 20)]","[(6, 7)]","[(7, 0)]","[(8, 9)]","[(9, 12)]","[(9, 16)]","[(11, 18)]","[(12, 1)]","[(13, 6)]","[(14, 13)]","[(16, 14)]","[(16, 1)]","[(16, 20)]","[(17, 12)]","[(18, 19)]","[(18, 17)]","[(19, 8)]","[(21, 7)]","[(21, 6)]","[(21, 15)]","[(2, 5), (5, 4)]","[(2, 5), (5, 20)]","[(2, 3), (3, 4)]","[(3, 4), (4, 13)]","[(3, 4), (4, 21)]","[(4, 13), (13, 6)]","[(4, 21), (21, 7)]","[(4, 21), (21, 6)]","[(4, 21), (21, 15)]","[(5, 4), (4, 13)]","[(5, 4), (4, 21)]","[(6, 7), (7, 0)]","[(7, 0), (0, 15)]","[(7, 0), (0, 10)]","[(8, 9), (9, 12)]","[(8, 9), (9, 16)]","[(9, 12), (12, 1)]","[(9, 16), (16, 14)]","[(9, 16), (16, 1)]","[(9, 16), (16, 20)]","[(11, 18), (18, 19)]","[(11, 18), (18, 17)]","[(13, 6), (6, 7)]","[(14, 13), (13, 6)]","[(16, 14), (14, 13)]","[(17, 12), (12, 1)]","[(18, 19), (19, 8)]","[(18, 17), (17, 12)]","[(19, 8), (8, 9)]","[(21, 7), (7, 0)]","[(21, 6), (6, 7)]","[(2, 5), (5, 4), (4, 13)]","[(2, 5), (5, 4), (4, 21)]","[(2, 3), (3, 4), (4, 13)]","[(2, 3), (3, 4), (4, 21)]","[(3, 4), (4, 13), (13, 6)]","[(3, 4), (4, 21), (21, 7)]","[(3, 4), (4, 21), (21, 6)]","[(3, 4), (4, 21), (21, 15)]","[(4, 13), (13, 6), (6, 7)]","[(4, 21), (21, 7), (7, 0)]","[(4, 21), (21, 6), (6, 7)]","[(5, 4), (4, 13), (13, 6)]","[(5, 4), (4, 21), (21, 7)]","[(5, 4), (4, 21), (21, 6)]","[(5, 4), (4, 21), (21, 15)]","[(6, 7), (7, 0), (0, 15)]","[(6, 7), (7, 0), (0, 10)]","[(8, 9), (9, 12), (12, 1)]","[(8, 9), (9, 16), (16, 14)]","[(8, 9), (9, 16), (16, 1)]","[(8, 9), (9, 16), (16, 20)]","[(9, 16), (16, 14), (14, 13)]","[(11, 18), (18, 19), (19, 8)]","[(11, 18), (18, 17), (17, 12)]","[(13, 6), (6, 7), (7, 0)]","[(14, 13), (13, 6), (6, 7)]","[(16, 14), (14, 13), (13, 6)]","[(18, 19), (19, 8), (8, 9)]","[(18, 17), (17, 12), (12, 1)]","[(19, 8), (8, 9), (9, 12)]","[(19, 8), (8, 9), (9, 16)]","[(21, 7), (7, 0), (0, 15)]","[(21, 7), (7, 0), (0, 10)]","[(21, 6), (6, 7), (7, 0)]","[(2, 5), (5, 4), (4, 13), (13, 6)]","[(2, 5), (5, 4), (4, 21), (21, 7)]","[(2, 5), (5, 4), (4, 21), (21, 6)]","[(2, 5), (5, 4), (4, 21), (21, 15)]","[(2, 3), (3, 4), (4, 13), (13, 6)]","[(2, 3), (3, 4), (4, 21), (21, 7)]","[(2, 3), (3, 4), (4, 21), (21, 6)]","[(2, 3), (3, 4), (4, 21), (21, 15)]","[(3, 4), (4, 13), (13, 6), (6, 7)]","[(3, 4), (4, 21), (21, 7), (7, 0)]","[(3, 4), (4, 21), (21, 6), (6, 7)]","[(4, 13), (13, 6), (6, 7), (7, 0)]","[(4, 21), (21, 7), (7, 0), (0, 15)]","[(4, 21), (21, 7), (7, 0), (0, 10)]","[(4, 21), (21, 6), (6, 7), (7, 0)]","[(5, 4), (4, 13), (13, 6), (6, 7)]","[(5, 4), (4, 21), (21, 7), (7, 0)]","[(5, 4), (4, 21), (21, 6), (6, 7)]","[(8, 9), (9, 16), (16, 14), (14, 13)]","[(9, 16), (16, 14), (14, 13), (13, 6)]","[(11, 18), (18, 19), (19, 8), (8, 9)]","[(11, 18), (18, 17), (17, 12), (12, 1)]","[(13, 6), (6, 7), (7, 0), (0, 15)]","[(13, 6), (6, 7), (7, 0), (0, 10)]","[(14, 13), (13, 6), (6, 7), (7, 0)]","[(16, 14), (14, 13), (13, 6), (6, 7)]","[(18, 19), (19, 8), (8, 9), (9, 12)]","[(18, 19), (19, 8), (8, 9), (9, 16)]","[(19, 8), (8, 9), (9, 12), (12, 1)]","[(19, 8), (8, 9), (9, 16), (16, 14)]","[(19, 8), (8, 9), (9, 16), (16, 1)]","[(19, 8), (8, 9), (9, 16), (16, 20)]","[(21, 6), (6, 7), (7, 0), (0, 15)]","[(21, 6), (6, 7), (7, 0), (0, 10)]","[(2, 5), (5, 4), (4, 13), (13, 6), (6, 7)]","[(2, 5), (5, 4), (4, 21), (21, 7), (7, 0)]","[(2, 5), (5, 4), (4, 21), (21, 6), (6, 7)]","[(2, 3), (3, 4), (4, 13), (13, 6), (6, 7)]","[(2, 3), (3, 4), (4, 21), (21, 7), (7, 0)]","[(2, 3), (3, 4), (4, 21), (21, 6), (6, 7)]","[(3, 4), (4, 13), (13, 6), (6, 7), (7, 0)]","[(3, 4), (4, 21), (21, 7), (7, 0), (0, 15)]","[(3, 4), (4, 21), (21, 7), (7, 0), (0, 10)]","[(3, 4), (4, 21), (21, 6), (6, 7), (7, 0)]","[(4, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(4, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(4, 21), (21, 6), (6, 7), (7, 0), (0, 15)]","[(4, 21), (21, 6), (6, 7), (7, 0), (0, 10)]","[(5, 4), (4, 13), (13, 6), (6, 7), (7, 0)]","[(5, 4), (4, 21), (21, 7), (7, 0), (0, 15)]","[(5, 4), (4, 21), (21, 7), (7, 0), (0, 10)]","[(5, 4), (4, 21), (21, 6), (6, 7), (7, 0)]","[(8, 9), (9, 16), (16, 14), (14, 13), (13, 6)]","[(9, 16), (16, 14), (14, 13), (13, 6), (6, 7)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 12)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16)]","[(14, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(14, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(16, 14), (14, 13), (13, 6), (6, 7), (7, 0)]","[(18, 19), (19, 8), (8, 9), (9, 12), (12, 1)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 14)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 1)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 20)]","[(19, 8), (8, 9), (9, 16), (16, 14), (14, 13)]","[(2, 5), (5, 4), (4, 13), (13, 6), (6, 7), (7, 0)]","[(2, 5), (5, 4), (4, 21), (21, 7), (7, 0), (0, 15)]","[(2, 5), (5, 4), (4, 21), (21, 7), (7, 0), (0, 10)]","[(2, 5), (5, 4), (4, 21), (21, 6), (6, 7), (7, 0)]","[(2, 3), (3, 4), (4, 13), (13, 6), (6, 7), (7, 0)]","[(2, 3), (3, 4), (4, 21), (21, 7), (7, 0), (0, 15)]","[(2, 3), (3, 4), (4, 21), (21, 7), (7, 0), (0, 10)]","[(2, 3), (3, 4), (4, 21), (21, 6), (6, 7), (7, 0)]","[(3, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(3, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(3, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 15)]","[(3, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 10)]","[(5, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(5, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(5, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 15)]","[(5, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 10)]","[(8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7)]","[(9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 12), (12, 1)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 14)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 1)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 20)]","[(16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13)]","[(19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6)]","[(2, 5), (5, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(2, 5), (5, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(2, 5), (5, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 15)]","[(2, 5), (5, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 10)]","[(2, 3), (3, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(2, 3), (3, 4), (4, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(2, 3), (3, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 15)]","[(2, 3), (3, 4), (4, 21), (21, 6), (6, 7), (7, 0), (0, 10)]","[(8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0)]","[(9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6)]","[(19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7)]","[(8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 10)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7)]","[(19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0)]","[(19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 15)]","[(11, 18), (18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0)]","[(18, 19), (19, 8), (8, 9), (9, 16), (16, 14), (14, 13), (13, 6), (6, 7), (7, 0), (0, 15)]"
