"Traject(7, 0)-45","Traject(9, 12)-37","Traject(3, 4)-57","Traject(3, 4)-37","Traject(18, 17)-37","Traject(3, 4)-33","Traject(21, 7)-45","Traject(0, 10)-36","Traject(4, 21)-31","Traject(8, 9)-50","Traject(2, 3)-41","Traject(2, 3)-65","Traject(3, 4)-69","Traject(11, 18)-54","Traject(7, 0)-33","Traject(4, 21)-63","Traject(3, 4)-38","Traject(2, 3)-46","Traject(4, 21)-51","Traject(2, 3)-45","Traject(21, 7)-57","Traject(2, 3)-77","Traject(4, 21)-32"
"[(7, 0), (0, 10)]","[(9, 12), (12, 1)]","[(3, 4), (4, 21), (21, 7), (7, 0), (0, 15)]","[(3, 4), (4, 21), (21, 6)]","[(18, 17), (17, 12), (12, 1)]","[(3, 4), (4, 13), (13, 6)]","[(21, 7), (7, 0), (0, 15)]","[(0, 10)]","[(4, 21), (21, 6)]","[(8, 9), (9, 12), (12, 1)]","[(2, 3), (3, 4), (4, 13), (13, 6)]","[(2, 3), (3, 4), (4, 21), (21, 7), (7, 0), (0, 15)]","[(3, 4), (4, 21), (21, 7), (7, 0), (0, 10)]","[(11, 18), (18, 17), (17, 12), (12, 1)]","[(7, 0), (0, 15)]","[(4, 21), (21, 7), (7, 0), (0, 10)]","[(3, 4), (4, 21), (21, 15)]","[(2, 3), (3, 4), (4, 21), (21, 15)]","[(4, 21), (21, 7), (7, 0), (0, 15)]","[(2, 3), (3, 4), (4, 21), (21, 6)]","[(21, 7), (7, 0), (0, 10)]","[(2, 3), (3, 4), (4, 21), (21, 7), (7, 0), (0, 10)]","[(4, 21), (21, 15)]"
